csv_file,model_name,hyperparameters,accuracy
output_mode_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_custom_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_knn_imputed_custom.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_mean_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_ffill_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': False}",1
output_iterative_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_interpolated.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': True}",1
output_bfill_imputed.csv,GradientBoostingClassifier,"{'gradientboostingclassifier__learning_rate': 0.1, 'gradientboostingclassifier__loss': 'log_loss', 'gradientboostingclassifier__n_estimators': 200, 'gradientboostingclassifier__warm_start': False}",1
output_median_imputed.csv,DecisionTreeClassifier,"{'decisiontreeclassifier__class_weight': None, 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_split': 2, 'decisiontreeclassifier__splitter': 'random'}",1
